Name,IMDB Rating,Duration,Year,Age,Genres
The General’s Daughter,6.3,116 min,1999,18+,"Action/Adventure: Crime, Drama: Mystery"
Jaane Bhi Do Yaaron,7.2,137 min,1983,All Ages,"Bollywood: Comedy, Comedy: Crime, World Cinema: Indian"
Cloverfield,7,84 min,2008,13+,"Action/Adventure: Sci-fi/Fantasy, Horror: Sci-Fi/Fantasy, Sci-Fi/Fantasy, Thriller: Sci-Fi/Fantasy"
Silsila,7.4,180 min,1981,7+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
Just Like Heaven,6.7,94 min,2005,13+,"Comedy, Comedy: Sci-Fi/Fantasy, Romance"
The Longest Week,5.4,86 min,2014,18+,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Fatal Attraction,6.9,119 min,1987,18+,"Drama, Drama: Thriller"
Laaga Chunari Mein Daag,5.4,139 min,2007,13+,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian"
Bunty Aur Babli,6.2,170 min,2005,13+,"Bollywood: Comedy, Comedy: Crime, Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Aeon Flux,,92 min,2005,13+,"Action/Adventure, Sci-Fi/Fantasy"
Michael Madhana Kamarajan,8.5,160 min,1990,All Ages,"Comedy: Drama, World Cinema: Indian"
Mujhse Dosti Karoge,5,148 min,2002,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Raghu Romeo,7.1,99 min,2003,18+,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, World Cinema: Indian"
Godzilla (2014),6.5,123 min,2014,13+,"Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Horror, Sci-Fi/Fantasy: Thriller"
Ghosts of Girlfriends Past,5.8,100 min,2009,13+,Comedy: Romance
Jannat 2,6.1,134 min,2012,NR,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Romance: Drama, World Cinema: Indian"
The Cider House Rules,7.4,125 min,2000,13+,"Drama: Romance, Romance: Drama"
The Naked Gun 33 1/3: The Final Insult,6.4,82 min,1994,13+,"Comedy: Crime, Comedy: Slapstick"
Rathi Nirvedam,5.5,114 min,2011,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Aashiqui 2,7,127 min,2013,All Ages,"Bollywood: Romance, Romance: Drama, Romance: Musical, World Cinema: Indian"
Pudhupettai,8.4,170 min,2006,13+,"Drama: Crime, World Cinema: Indian"
Constantine,6.9,120 min,2005,18+,"Action/Adventure: Crime, Action/Adventure: Thriller, Drama: Crime, Drama: Mystery"
Saathiya,6.9,138 min,2002,13+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
The Naked Gun 2 1/2: The Smell of Fear,,85 min,1991,13+,"Comedy: Crime, Comedy: Slapstick"
The Final Destination,5.2,81 min,2009,18+,"Horror: Ghosts/Supernatural, Horror: Thriller, Thriller: Horror, Thriller: Supernatural"
Blow,7.6,123 min,2001,18+,"Action/Adventure: Crime, Drama: Biography, Drama: Crime, Drama: Historical"
Dhoom,6.7,129 min,2004,13+,"Action/Adventure: Crime, Bollywood: Action/Adventure, World Cinema: Indian"
Miss Congeniality 2: Armed and Fabulous,5,115 min,2005,13+,"Comedy: Action/Adventure, Comedy: Crime"
1 Nenokkadine,8.4,174 min,2014,13+,"Thriller, Thriller: Drama, Thriller: Psychological, World Cinema: Indian"
Don,7.2,167 min,2006,13+,"Action/Adventure: Crime, Bollywood: Action/Adventure, World Cinema: Indian"
Dil To Pagal Hai,7.1,179 min,1997,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Yogi Bear,4.6,80 min,2010,7+,"Animated: Family, Family: Animated, Family: Comedy"
Mohabbatein,7.1,215 min,2000,7+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian"
Kabhi Khushi Kabhie Gham,7.5,209 min,2001,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian"
Zulfiqar,5.6,137 min,2016,18+,"Drama: Crime, World Cinema: Indian"
The Tuxedo,5.3,98 min,2002,18+,"Action/Adventure: Comedy, Action/Adventure: Espionage & Spies, Action/Adventure: Martial Arts, Comedy: Action/Adventure"
Karthik Calling Karthik,7,133 min,2010,NR,"Bollywood: Thriller, Thriller: Mystery, Thriller: Psychological, World Cinema: Indian"
Har Har Byomkesh,6.7,108 min,2015,13+,"Thriller, Thriller: Mystery, World Cinema: Indian"
Tashan,3.9,147 min,2008,16+,"Bollywood: Masala, World Cinema: Indian"
Goa 350 KM,,87 min,2015,All Ages,"Horror: Ghosts/Supernatural, World Cinema: Indian"
Dog Day Afternoon,8,124 min,1975,18+,"Drama, Drama: Crime, Drama: Historical"
Paycheck (2003),6.3,118 min,2003,13+,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Thriller: Mystery"
Rosemary’s Baby,8,136 min,1968,18+,"Horror, Drama"
Lafangey Parindey,5.3,126 min,2010,13+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
I Am Kalam,8,88 min,2010,All Ages,"Bollywood, Family: Drama, World Cinema: Indian"
A Cinderella Story,5.9,95 min,2004,7+,Teen: Romance
Coffee Ani Barach Kahi,7.6,94 min,2015,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Game,5.1,134 min,2011,NR,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, World Cinema: Indian"
Firewall,5.8,104 min,2006,13+,"Action/Adventure, Action/Adventure: Crime, Drama: Crime, Thriller"
Ninja Assassin,6.4,98 min,2009,NR,"Action/Adventure: Crime, Action/Adventure: Martial Arts, Thriller: Action/Adventure"
Ready,4.7,144 min,2011,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Indecent Proposal,5.8,116 min,1993,18+,"Drama: Romance, Romance: Drama"
Must Love Dogs,5.9,97 min,2005,13+,Comedy: Romance
Final Destination 3,5.8,92 min,2006,18+,"Horror, Horror: Ghosts/Supernatural, Horror: Thriller"
Alive At 40,,50 min,2017,NR,"Comedy: Stand-up, World Cinema: Indian"
Teenage Mutant Ninja Turtles (2014),5.9,101 min,2014,13+,"Action/Adventure: Crime, Action/Adventure: Sci-fi/Fantasy"
The Whole Nine Yards,6.7,98 min,2000,18+,Comedy: Crime
Chaar,6.9,91 min,2014,All Ages,"Drama, Drama: Mystery, World Cinema: Indian"
You’ve Got Mail,6.6,119 min,1998,7+,Comedy: Romance
Teraa Surroor,2.7,99 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Mystery, Romance: Drama, World Cinema: Indian"
To Catch a Thief,7.5,106 min,1955,7+,"Drama: Romance, Romance: Thriller"
Ghost Ship (2002),5.5,90 min,2002,18+,"Horror: Ghosts/Supernatural, Horror: Thriller"
Pilla Zamindar,7.7,147 min,2014,All Ages,"Comedy: Drama, World Cinema: Indian"
Mardaani,7.4,113 min,2014,18+,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Namastey London,7.3,131 min,2007,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Dhokha,6.5,121 min,2007,NR,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
The Specialist (1994),5.5,110 min,1994,18+,"Action/Adventure: Crime, Drama: Crime, Drama: Thriller"
Chashme Buddoor,8,134 min,1981,All Ages,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, World Cinema: Indian"
Lamhe,7.4,187 min,1991,7+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
The Lake House,6.8,98 min,2006,18+,"Drama: Romance, Romance: Drama, Sci-Fi/Fantasy"
Cop Out,5.6,107 min,2010,18+,"Comedy: Action/Adventure, Comedy: Crime"
Agneepath (2012),7,173 min,2012,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
The Brothers Grimm,5.9,118 min,2005,13+,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure"
Alive,7.1,126 min,1993,18+,"Action/Adventure, Drama, Drama: Biography, Drama: Historical"
Thalapathi,8.6,156 min,1991,13+,"Action/Adventure: Crime, Drama: Crime, World Cinema: Indian"
The Spiderwick Chronicles,6.6,95 min,2008,13+,"Family: Action/Adventure, Family: Sci-Fi/Fantasy"
Koi Mil Gaya,7.1,164 min,2003,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sci-Fi/Fantasy: Sci-fi – Alien, World Cinema: Indian"
Aaja Nachle,6.4,143 min,2007,7+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Music/Musical: Ballet/Dance, Romance, World Cinema: Indian"
Astu – So Be It,8.8,123 min,2016,All Ages,"Drama, World Cinema: Indian"
Contact,7.4,149 min,1997,7+,"Drama: Mystery, Sci-Fi/Fantasy: Sci-fi – Alien"
Dil Bole Hadippa,4.6,146 min,2009,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, Sport: Cricket, World Cinema: Indian"
The Hornet’s Nest,6.5,96 min,2014,18+,Documentary: Military
Paranormal Activity 4,4.6,87 min,2012,18+,Horror
Luck By Chance,7.1,154 min,2009,NR,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian"
Khatta Meetha,7.5,128 min,1981,All Ages,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Satyanweshi,6,118 min,2013,13+,"Thriller, Thriller: Mystery, World Cinema: Indian"
Little Fockers,5.5,97 min,2010,18+,Comedy: Drama
The Usual Suspects,8.6,106 min,1995,18+,"Drama: Crime, Drama: Mystery"
National Lampoon’s Vacation,7.4,98 min,1983,18+,Comedy: Action/Adventure
Tum Bin,7.5,152 min,2001,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Chinatown,8.2,130 min,1974,18+,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller"
Kuch Kuch Hota Hai,7.8,185 min,1998,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Executive Decision,6.4,132 min,1996,18+,Action/Adventure: Crime
Geetanjali,6.6,144 min,2014,18+,"Comedy: Drama, Horror: Comedy, World Cinema: Indian"
Tarkieb,4.9,154 min,2000,All Ages,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, World Cinema: Indian"
G.I. Joe: Retaliation,5.8,110 min,2013,13+,"Action/Adventure, Sci-Fi/Fantasy"
Awarapan,7.2,124 min,2007,NR,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian"
Passenger 57,5.8,83 min,1992,18+,"Action/Adventure: Crime, Action/Adventure: Thriller"
The Guilt Trip,5.8,95 min,2012,13+,Comedy: Drama
Sudden Impact,6.6,117 min,1983,18+,"Action/Adventure: Crime, Drama: Crime"
Mishawr Rohoshyo,6.2,144 min,2013,All Ages,"Action/Adventure, Thriller, Thriller: Action/Adventure, World Cinema: Indian"
Alaipayuthey,8.3,140 min,2000,All Ages,"Romance, Romance: Drama, World Cinema: Indian"
Mere Yaar Ki Shaadi Hai,5.3,159 min,2002,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Mad Max 2: The Road Warrior,7.6,94 min,1982,18+,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Thriller"
Jadoogadu,6.1,152 min,2015,18+,"Drama: Crime, Drama: Romance, World Cinema: Indian"
Exorcist II: The Heretic,3.7,117 min,1977,18+,Horror: Ghosts/Supernatural
Gunday,2,152 min,2014,13+,"Bollywood, Bollywood: Masala, World Cinema: Indian"
Tropic Thunder,7,106 min,2008,18+,"Action/Adventure: Comedy, Comedy: Action/Adventure"
Chocolat,7.3,121 min,2001,13+,"Drama: Comedy, Drama: Romance, Romance: Drama"
Music and Lyrics,6.5,104 min,2007,13+,"Comedy: Drama, Comedy: Romance, Romance: Drama"
Kill Dil,4.4,117 min,2014,13+,"Bollywood: Masala, World Cinema: Indian"
Darr,7.9,176 min,1993,13+,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Thriller, Drama: Romance, Thriller: Drama, World Cinema: Indian"
Padosan,8.1,149 min,1968,All Ages,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian"
Raja rani,7.6,163 min,2014,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Addicted to Love (1997),6.1,100 min,1997,18+,Comedy: Romance
Deep Impact,n/a,121 min,1998,13+,"Action/Adventure: Sci-fi/Fantasy, Drama, Sci-Fi/Fantasy: Thriller"
Internal Affairs,6.5,114 min,1990,18+,"Action/Adventure: Crime, Drama: Crime, Thriller: Crime"
Mee Shivajiraje Bhosale Boltoy,7.9,148 min,2009,All Ages,"Drama, World Cinema: Indian"
Kelor Kirti,5.1,153 min,2016,All Ages,"Comedy, Comedy: Romance, World Cinema: Indian"
Baadshah,6.5,164 min,2013,13+,"Action/Adventure: Crime, Drama: Comedy, World Cinema: Indian"
Premachi Goshta,7.1,128 min,2013,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Disturbia,6.9,104 min,2007,18+,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Mystery"
The Core,5.4,134 min,2003,13+,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Thriller: Action/Adventure"
Thupakki,7.9,169 min,2012,All Ages,"Action/Adventure: Espionage & Spies, Thriller: Action/Adventure, Thriller: Crime, World Cinema: Indian"
Double Jeopardy (1999),6.4,105 min,1999,18+,"Drama, Drama: Crime, Thriller: Mystery"
Bombay To Bangkok,4.8,120 min,2008,13+,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Jackie Brown,7.5,154 min,1997,18+,"Drama: Crime, Thriller: Crime"
Cold Mountain,7.2,154 min,2003,18+,"Action/Adventure: Historical, Action/Adventure: War, Drama: Historical, Drama: War, Drama: Romance"
Event Horizon,6.7,95 min,1997,18+,"Action/Adventure: Sci-fi/Fantasy, Horror: Sci-Fi/Fantasy, Horror: Thriller"
22 Shey Shraban,8.1,139 min,2011,18+,"Drama, Drama: Mystery, Thriller, Thriller: Psychological, World Cinema: Indian"
Meet the Fockers,6.3,115 min,2004,18+,Comedy
Chaar Sahibzaade,8.5,122 min,2014,All Ages,"Animated, Drama: Biography, Drama: Historical, Drama: War, World Cinema: Indian"
Hum Aapke Hain Koun…!,7.6,193 min,1994,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Musical, Drama: Romance, Romance: Drama, World Cinema: Indian"
The Score,6.8,124 min,2001,18+,"Drama: Crime, Thriller: Crime"
The Hours,7.6,114 min,2003,13+,"Drama: Period, Drama: Romance"
Atharintiki Daaredi,7.3,174 min,2013,All Ages,"Drama, World Cinema: Indian"
The Faculty,6.4,104 min,1998,18+,"Horror: Sci-Fi/Fantasy, Thriller: Sci-Fi/Fantasy"
Kuch Luv Jaisa,4.7,102 min,2011,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
Kaal,4.5,125 min,2005,13+,"Bollywood: Thriller, Thriller: Mystery, World Cinema: Indian"
Arya 2,7.2,162 min,2009,13+,"Comedy, Drama, Romance, World Cinema: Indian"
Krrish 3,5.4,145 min,2013,All Ages,"Action/Adventure: Sci-fi/Fantasy, Action/Adventure: Superheroes, Bollywood: Action/Adventure, Sci-Fi/Fantasy: Action/Adventure, World Cinema: Indian"
Last Man Standing (1996),6.4,101 min,1996,18+,"Action/Adventure: Crime, Drama: Crime, Western"
Anbe sivam,8.9,159 min,2003,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Dreamcatcher (2003),5.5,133 min,2003,18+,"Horror, Sci-Fi/Fantasy: Horror, Thriller: Mystery"
Addams Family Values,6.6,94 min,1993,13+,"Comedy, Comedy: Slapstick, Family: Comedy"
Mumbai Pune Mumbai 01,8,102 min,2010,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Kaydyacha Bola,7,133 min,2005,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Vanilla Sky,6.9,135 min,2001,18+,"Drama: Thriller, Drama: Romance, Thriller: Mystery, Thriller: Psychological"
Terms of Endearment,7.4,131 min,1983,7+,Drama: Comedy
Coat of Many Colors,8.1,85 min,2015,NR,"Drama: Biography, Drama: Family, Drama: Musical, Family: Drama, Music/Musical: Music – Country"
Obhishopto Nighty,5.5,111 min,2014,18+,"Comedy: Mature, Drama: Mature, Thriller, World Cinema: Indian"
Love Express,5.8,146 min,2016,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Dikkulu Choodakku Ramayya,,144 min,2014,13+,"Comedy: Romance, Drama: Comedy, Drama: Romance, World Cinema: Indian"
54,5.8,92 min,1998,18+,"Drama, Drama: Historical, LGBTQ, LGBTQ: Drama"
Hum Saath Saath Hain,6.2,176 min,1999,All Ages,"Bollywood: Drama, Drama: Bollywood, Drama: Musical, World Cinema: Indian"
Vivah,6.6,166 min,2006,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Abhay,8.3,127 min,1995,All Ages,"Bollywood, Bollywood: Comedy, Horror, Horror: Comedy, World Cinema: Indian"
The Bridges of Madison County,7.5,134 min,1995,13+,"Drama: Romance, Romance: Drama"
Nayagan,9.4,156 min,1987,13+,"Drama, Drama: Crime, World Cinema: Indian"
Carriers,6,84 min,2009,13+,"Horror: Sci-Fi/Fantasy, Horror: Zombies, Sci-Fi/Fantasy: Action/Adventure"
Murder 2,6.1,126 min,2011,18+,"Bollywood, Bollywood: Thriller, Horror: Slasher, Thriller, World Cinema: Indian"
Kabhi Kabhie,7.6,172 min,1976,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Krrish,6.3,173 min,2006,All Ages,"Action/Adventure: Superheroes, Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian"
Baadshahi Aangti,6.5,74 min,2014,All Ages,"Thriller: Mystery, Thriller, World Cinema: Indian"
The Ghost and the Darkness,6.8,109 min,1996,18+,"Action/Adventure: Historical, Action/Adventure: Thriller, Drama: Historical, Drama: Thriller"
Stri,8.2,92 min,1995,All Ages,"Drama, World Cinema: Indian"
Prem Mhanje Prem Mhanje Prem Asta,6.8,136 min,2013,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Prathinidhi,7.5,118 min,2014,13+,"Drama: Political, Drama: Thriller, World Cinema: Indian"
Zenda,6.9,116 min,2009,13+,"Drama: Biography, Drama: Political, World Cinema: Indian"
Final Destination,6.7,98 min,2000,18+,"Horror: Thriller, Thriller: Horror, Thriller: Psychological, Thriller: Supernatural"
Analyze This,6.7,103 min,1999,18+,"Comedy, Comedy: Crime"
The Perfect Storm,6.4,129 min,2000,13+,"Action/Adventure: Thriller, Drama: Thriller"
U.S. Marshals,6.5,131 min,1998,13+,Action/Adventure: Espionage & Spies
Interview With the Vampire: The Vampire Chronicles,7.6,122 min,1994,18+,"Drama: Period, Horror: Vampires, Sci-Fi/Fantasy: Horror"
Jeans,6.3,166 min,1998,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Jackie Chan’s First Strike,6.6,83 min,1997,13+,"Action/Adventure: Espionage & Spies, Action/Adventure: Martial Arts, Comedy: Action/Adventure"
Stardust,7.7,127 min,2007,7+,Action/Adventure: Sci-fi/Fantasy
Roga Howar Shohoj Upaay,5.8,116 min,2015,13+,"Drama, World Cinema: Indian"
The Addams Family,6.8,99 min,1991,13+,"Comedy, Comedy: Slapstick, Family: Comedy"
Jekhanay Bhooter Bhoy,6.8,96 min,2012,13+,"Drama: Mystery, Drama: Thriller, World Cinema: Indian"
Cinemawala,7.6,100 min,2016,All Ages,"Drama, World Cinema: Indian"
Raghuvaran Btech,7.8,130 min,2014,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Grease,7.2,110 min,1978,18+,"Comedy, Music/Musical: Musical, Music/Musical: Music – Rock/Pop, Romance"
Adavi Kachina Vennela,6.8,128 min,2014,13+,"Drama, Drama: Thriller, World Cinema: Indian"
Something’s Gotta Give (2003),6.7,128 min,2004,13+,Comedy: Romance
Khamoshiyan,4,117 min,2015,18+,"Bollywood: Horror, Horror: Ghosts/Supernatural, World Cinema: Indian"
Ki Kore Toke Bolbo,6.5,149 min,2016,13+,"Drama, Romance, World Cinema: Indian"
Popat,7.4,153 min,2013,13+,"Drama, World Cinema: Indian"
Anukshanam,5.6,82 min,2014,18+,"Horror: Slasher, Thriller: Crime, World Cinema: Indian"
Haapus,7.5,132 min,2010,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Adigaram 79,,92 min,2012,13+,"Action/Adventure: Martial Arts, Drama: Thriller, Thriller: Crime, World Cinema: Indian"
Meet the Parents,7,107 min,2000,13+,"Comedy: Drama, Drama: Comedy"
Sanai Choughade,7,123 min,2008,13+,"Drama: Romance, World Cinema: Indian"
Star Trek I: The Motion Picture,6.4,131 min,1979,All Ages,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Sci-fi – Alien"
Rumble In The Bronx,6.7,89 min,1996,18+,"Action/Adventure: Martial Arts, Comedy: Action/Adventure"
Oohalu Gusagusalade,7.7,130 min,2014,All Ages,"Drama: Comedy, Romance: Drama, World Cinema: Indian"
Chander Pahar,6.5,150 min,2013,13+,"Action/Adventure, Drama, Drama: Thriller, World Cinema: Indian"
Tumsa Nahin Dekha,4.6,127 min,2004,NR,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian"
Rajkahini,7.4,159 min,2015,18+,"Drama, Drama: Period, Drama: Political, World Cinema: Indian"
Finding Neverland,7.7,101 min,2004,7+,"Drama, Drama: Biography, Drama: Plays/Performance, Family"
Chandni,6.8,179 min,1989,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
