Name,IMDB Rating,Year,Age,Genres
The Originals,8.3,2016,16+,"Thriller: Sci-Fi/Fantasy, Horror: Werewolves, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Romance: Drama"
NCIS,7.9,2004,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Supernatural,8.6,2007,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
"LAST SHIP, THE",7.5,2014,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
SHAMELESS,8.7,2012,18+,"Comedy: Drama, Drama: Mature"
SHAMELESS,8.7,2013,18+,"Comedy: Drama, Drama: Mature"
Person of Interest,8.5,2016,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Good Girls Revolt,8.1,2016,NR,Drama
The Good Wife,8.3,2011,16+,"Drama, Drama: Romance, Drama: Crime"
The Originals,8.3,2015,16+,"Thriller: Sci-Fi/Fantasy, Horror: Werewolves, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Romance: Drama"
NCIS,7.9,2017,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Supernatural,8.6,2009,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
SHAMELESS,8.7,2014,18+,"Comedy: Drama, Drama: Mature"
Elementary,7.9,2014,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
SHAMELESS,8.7,2016,18+,"Comedy: Drama, Drama: Mature"
Fear the Walking Dead,7.1,2015,16+,"Drama: Thriller, Horror: Zombies, Horror: Thriller"
Supernatural,8.6,2010,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Supernatural,8.6,2011,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
SHAMELESS,8.7,2015,18+,"Comedy: Drama, Drama: Mature"
Into the Badlands,8.1,2015,16+,"Drama, Action/Adventure: Martial Arts, Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure"
Supernatural,8.6,2008,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
The Storytellers in the Living Room,,2017,NR,"Drama: Plays/Performance, World Cinema: Indian"
The Good Wife,8.3,2012,16+,"Drama, Drama: Romance, Drama: Crime"
Supernatural,8.6,2016,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Preacher,8.1,2016,18+,"Action/Adventure: Sci-fi/Fantasy, Drama: Mystery, Sci-Fi/Fantasy: Action/Adventure, Thriller: Supernatural, Thriller: Mystery, Drama: Thriller"
Beauty and the Beast,7.2,2014,16+,"Drama: Crime, Drama: Mystery, Drama: Romance, Sci-Fi/Fantasy"
Dexter,8.8,2007,18+,"Drama: Mystery, Drama: Crime, Drama"
Bosch,8.3,2016,18+,Drama
Transparent,8,2014,18+,"Comedy, Drama"
House of Lies,7.4,2012,18+,"Drama: Comedy, Comedy: Drama"
RIZZOLI & ISLES,7.6,2011,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Dexter,8.8,2013,18+,"Drama: Mystery, Drama: Crime, Drama"
The Royals,7.4,2016,16+,Drama
Elementary,7.9,2015,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Supernatural,8.6,2015,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Fear the Walking Dead,7.1,2016,18+,Drama: Thriller
Supernatural,8.6,2012,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Fringe,8.5,2010,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
Dexter,8.8,2008,18+,"Drama: Mystery, Drama: Crime, Drama"
"LAST SHIP, THE",7.5,2014,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
"LAST SHIP, THE",7.5,2016,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
Elementary,7.9,2016,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Supernatural,8.6,2013,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Blue Bloods,7.5,2017,16+,Drama: Crime
Supernatural,8.6,2014,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Mozart in the Jungle,8.2,2015,18+,"Drama, Comedy"
RIZZOLI & ISLES,7.6,2012,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Major Crimes,7.6,2012,16+,"Drama: Mystery, Drama: Crime, Drama"
Mad Men,8.6,2008,16+,"Drama: Historical, Drama"
Dexter,8.8,2009,18+,"Drama: Mystery, Drama: Crime, Drama"
The Good Wife,8.3,2013,16+,"Drama, Drama: Romance, Drama: Crime"
RIZZOLI & ISLES,7.6,2014,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Dexter,8.8,2010,18+,"Drama: Mystery, Drama: Crime, Drama"
Dexter,8.8,2011,18+,"Drama: Mystery, Drama: Crime, Drama"
Dexter,8.8,2012,18+,"Drama: Mystery, Drama: Crime, Drama"
Mozart in the Jungle,8.2,2016,18+,"Drama, Comedy"
Smallville,7.5,2003,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
RIZZOLI & ISLES,7.6,2015,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Blue Bloods,7.5,2011,16+,Drama: Crime
Beauty and the Beast,7.2,2015,16+,"Drama: Crime, Drama: Mystery, Drama: Romance, Sci-Fi/Fantasy"
The Good Wife,8.3,2016,16+,"Drama, Drama: Romance, Drama: Crime"
The Good Wife,8.3,2014,16+,"Drama, Drama: Romance, Drama: Crime"
Bang Baaja Baaraat,8.2,2015,18+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Fringe,8.5,2011,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
The Good Wife,8.3,2015,16+,"Drama, Drama: Romance, Drama: Crime"
Beauty and the Beast,7.2,2016,16+,"Drama: Crime, Drama: Mystery, Drama: Romance, Sci-Fi/Fantasy"
RIZZOLI & ISLES,7.6,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Taarak Mehta Ka Ooltah Chashmah,8.2,2016,NR,"Comedy: Drama, Bollywood: Comedy, Bollywood: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Mad Men,8.6,2009,16+,"Drama: Historical, Drama"
Smallville,7.5,2004,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS,7.9,2005,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2005,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
Fringe,8.5,2012,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
RIZZOLI & ISLES,7.6,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2011,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
House of Lies,7.4,2013,18+,"Drama: Comedy, Comedy: Drama"
Mad Men,8.6,2010,16+,"Drama: Historical, Drama"
Major Crimes,7.6,2017,16+,"Drama: Mystery, Drama: Crime, Drama"
Smallville,7.5,2006,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS,7.9,2006,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Murder in the First,7.3,2014,NR,"Drama: Crime, Drama: Mystery, Drama: Thriller"
Smallville,7.5,2010,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
Smallville,7.5,2007,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
House of Lies,7.4,2014,18+,"Drama: Comedy, Comedy: Drama"
NCIS,7.9,2007,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Extant,6.6,2014,16+,"Drama: Mystery, Drama: Thriller, Thriller: Drama, Thriller: Mystery, Sci-Fi/Fantasy: Thriller"
V,6.8,2010,16+,"Drama: Thriller, Sci-Fi/Fantasy: Sci-fi – Alien, Sci-Fi/Fantasy: Thriller"
Mad Men,8.6,2015,16+,"Drama: Historical, Drama"
CID,6.6,1998,16+,"Drama: Crime, World Cinema: Indian"
Smallville,7.5,2008,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
NCIS,7.9,2009,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
The Path,7.5,2016,18+,Drama: Thriller
Major Crimes,7.6,2014,16+,"Drama: Mystery, Drama: Crime, Drama"
Mad Men,8.6,2012,16+,"Drama: Historical, Drama"
NCIS,7.9,2008,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Smallville,7.5,2009,7+,"Action/Adventure: Superheroes, Teen: Drama, Teen: Romance, Drama: Romance, Teen: Sci-Fi/Fantasy"
House of Lies,7.4,2015,18+,"Drama: Comedy, Comedy: Drama"
Fringe,8.5,2013,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
NCIS,7.9,2010,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Mad Men,8.6,2013,16+,"Drama: Historical, Drama"
House of Lies,7.4,2016,18+,"Drama: Comedy, Comedy: Drama"
Blue Bloods,7.5,2012,16+,Drama: Crime
NCIS,7.9,2011,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Major Crimes,7.6,2014,16+,"Drama: Mystery, Drama: Crime, Drama"
One Mississippi,7.1,2016,18+,Drama: Comedy
Major Crimes,7.6,2016,16+,"Drama: Mystery, Drama: Crime, Drama"
Crime Patrol Dial 100,8.8,2015,NR,"Drama: Crime, Bollywood: Drama, Drama: Bollywood, Reality TV, World Cinema: Indian"
Hawaii Five-0,7.4,2017,16+,Drama
Blue Bloods,7.5,2016,16+,Drama: Crime
The Path,7.5,2017,NR,Drama
NCIS,7.9,2012,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Blue Bloods,7.5,2013,16+,Drama: Crime
NCIS,7.9,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Great Escape: The Reckoning,7.5,2009,NR,"Documentary: History, Drama: Crime"
Murder in the First,7.3,2015,NR,"Drama: Crime, Drama: Mystery, Drama: Thriller"
Blue Bloods,7.5,2015,16+,Drama: Crime
NCIS,7.9,2015,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2013,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2014,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Roadies,7.3,2016,18+,"Comedy, Drama, Drama: Comedy, Drama: Mature"
CONTAINMENT,7.2,2016,16+,"Sci-Fi/Fantasy, Drama"
Hawaii Five-0,7.4,2011,16+,Drama
Murder in the First,7.3,2016,NR,"Drama: Crime, Drama: Mystery, Drama: Thriller"
Blue Bloods,7.5,2014,16+,Drama: Crime
Guilt,6.1,2016,NR,"Drama: Crime, Drama: Mystery, Drama: Thriller"
Extant,6.6,2015,16+,"Drama: Mystery, Drama: Thriller, Thriller: Drama, Thriller: Mystery, Sci-Fi/Fantasy: Thriller"
V,6.8,2011,16+,"Drama: Thriller, Sci-Fi/Fantasy: Sci-fi – Alien, Sci-Fi/Fantasy: Thriller"
Crime Patrol Satark,8.3,2003,NR,"Bollywood: Drama, Drama: Crime, Drama: Bollywood, Reality TV, World Cinema: Indian"
Hap and Leonard,7.4,2016,16+,"Drama: Crime, Drama: Thriller, Drama: Comedy, Drama: Mystery, Thriller: Mystery, Thriller: Crime"
The Collection,6.8,2016,NR,"Drama: Historical, Drama: Period, Drama: Romance"
Kommune presents The Storytellers,,2016,NR,"Drama: Plays/Performance, Comedy: Stand-up, World Cinema: Indian"
Nashville,7.7,2014,7+,Drama: Romance
Hawaii Five-0,7.4,2012,16+,Drama
Hawaii Five-0,7.4,2013,16+,Drama
Nashville,7.7,2013,CC,Drama: Romance
Hawaii Five-0,7.4,2015,16+,Drama
Hawaii Five-0,7.4,2016,16+,Drama
Hawaii Five-0,7.4,2014,16+,Drama
Chasing Life,7.9,2015,13+,Drama
Downton Abbey,8.7,2012,NR,
Nashville,7.7,2016,7+,Drama
Nashville,7.7,2016,7+,Drama: Romance
Falling Water,6.5,2016,NR,"Drama, Sci-Fi/Fantasy, Drama: Mystery"
Chasing Life,7.9,2015,13+,Drama
Feed the Beast,6.8,2016,16+,Drama
Queen Sugar,7.5,2016,NR,Drama
The Originals,n/a,2017,NR,"Drama: Romance, Sci-Fi/Fantasy"
The Vampire Diaries: The Complete First Season,7.8,2010,16+,"Thriller: Sci-Fi/Fantasy, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Horror: Werewolves, Romance: Drama"
CONSTANTINE: Season 1,7.5,2015,16+,"Sci-Fi/Fantasy: Thriller, Thriller: Supernatural, Sci-Fi/Fantasy: Action/Adventure, Action/Adventure: Superheroes"
Elementary – Season 1,7.9,2013,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Blindspot: Season 2,7.6,2017,16+,"Drama: Thriller, Drama, Drama: Mystery, Drama: Crime"
"Startup, Season 1",8.1,2016,NR,"Drama: Crime, Thriller"
The Last Ship: The Complete First Season,7.5,2014,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
"Preacher, Season 1",8.1,2016,18+,"Action/Adventure: Sci-fi/Fantasy, Drama: Mystery, Sci-Fi/Fantasy: Action/Adventure, Thriller: Supernatural, Thriller: Mystery, Drama: Thriller"
Extant – Season 1,6.6,2014,16+,"Drama: Mystery, Drama: Thriller, Thriller: Drama, Thriller: Mystery, Sci-Fi/Fantasy: Thriller"
Hap and Leonard – Season 1,7.4,2016,16+,"Drama: Crime, Drama: Thriller, Drama: Comedy, Drama: Mystery, Thriller: Mystery, Thriller: Crime"
The Man In the High Castle,8.1,2015,18+,"Drama: Thriller, Drama: Political, Drama: War, Drama: Mystery, Thriller: Sci-Fi/Fantasy, Thriller: Mystery, Thriller: Drama"
The Vampire Diaries,7.8,2017,16+,"Thriller: Sci-Fi/Fantasy, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Horror: Werewolves, Romance: Drama"
Supernatural,8.6,2017,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Person of Interest,8.5,2012,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
The Night Manager,8.2,2016,18+,"Thriller: Mystery, Thriller: Crime, Drama: Crime, Drama: Thriller, Drama: Mystery"
Mr. Robot,8.7,2015,18+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Mystery, Thriller: Political, Thriller: Psychological, Drama: Political"
Supernatural,8.6,2006,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
The Vampire Diaries,7.8,2011,16+,"Thriller: Sci-Fi/Fantasy, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Horror: Werewolves, Romance: Drama"
The Vampire Diaries,7.8,2012,16+,"Thriller: Sci-Fi/Fantasy, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Horror: Werewolves, Romance: Drama"
The Vampire Diaries,7.8,2013,16+,"Thriller: Sci-Fi/Fantasy, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Horror: Werewolves, Romance: Drama"
The Vampire Diaries,7.8,2016,16+,"Thriller: Sci-Fi/Fantasy, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Horror: Werewolves, Romance: Drama"
The Man In the High Castle,8.1,2016,18+,"Drama: Thriller, Drama: Political, Drama: War, Drama: Mystery, Thriller: Sci-Fi/Fantasy, Thriller: Mystery, Thriller: Drama"
The Vampire Diaries,7.8,2014,16+,"Thriller: Sci-Fi/Fantasy, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Horror: Werewolves, Romance: Drama"
The Originals,8.3,2014,16+,"Thriller: Sci-Fi/Fantasy, Horror: Werewolves, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Romance: Drama"
The Vampire Diaries,7.8,2015,16+,"Thriller: Sci-Fi/Fantasy, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Horror: Werewolves, Romance: Drama"
Elementary,7.9,2017,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Person of Interest,8.5,2015,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Person of Interest,8.5,2013,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Person of Interest,8.5,2014,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
The Originals,8.3,2016,16+,"Thriller: Sci-Fi/Fantasy, Horror: Werewolves, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Romance: Drama"
Supernatural,8.6,2007,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Person of Interest,8.5,2016,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
The Originals,8.3,2015,16+,"Thriller: Sci-Fi/Fantasy, Horror: Werewolves, Horror: Vampires, Thriller: Romance, Drama: Mystery, Drama: Thriller, Romance: Drama"
Supernatural,8.6,2009,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Elementary,7.9,2014,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Supernatural,8.6,2010,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Supernatural,8.6,2011,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Supernatural,8.6,2008,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Supernatural,8.6,2016,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Elementary,7.9,2015,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Supernatural,8.6,2015,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Supernatural,8.6,2012,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
"LAST SHIP, THE",7.5,2014,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
"LAST SHIP, THE",7.5,2016,16+,"Thriller: Action/Adventure, Action/Adventure: Thriller, Action/Adventure: War, Thriller: Political, Drama: Thriller"
Elementary,7.9,2016,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Supernatural,8.6,2013,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Supernatural,8.6,2014,16+,"Thriller: Sci-Fi/Fantasy, Thriller: Drama, Thriller: Horror, Thriller: Supernatural, Drama: Thriller, Thriller: Mystery"
Extant,6.6,2015,16+,"Drama: Mystery, Drama: Thriller, Thriller: Drama, Thriller: Mystery, Sci-Fi/Fantasy: Thriller"
"The Girlfriend Experience, Season 1",7.3,2016,18+,"Drama: Mature, Drama: Crime, Drama: Thriller"
The Mentalist: The Complete First Season,8.1,2009,16+,"Drama: Crime, Drama: Mystery"
Goliath – Season 1,8.3,2016,18+,"Drama: Thriller, Drama: Crime"
Person of Interest: The Complete First Season,8.5,2012,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
The Night Manager – Season 1,8.2,2016,18+,"Thriller: Mystery, Thriller: Crime, Drama: Crime, Drama: Thriller, Drama: Mystery"
Sneaky Pete – Season 1,8.4,2017,18+,"Drama, Drama: Crime"
Lethal Weapon: Season 1,8,2017,NR,"Action/Adventure: Crime, Action/Adventure, Drama: Crime"
Mr. Robot – Season 1,8.7,2015,18+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Mystery, Thriller: Political, Thriller: Psychological, Drama: Political"
The Good Wife – Season 1,8.3,2010,16+,"Drama, Drama: Romance, Drama: Crime"
Beauty and the Beast – Season 1,7.2,2013,16+,"Drama: Crime, Drama: Mystery, Drama: Romance, Sci-Fi/Fantasy"
Elementary – Season 1,7.9,2013,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Fringe: The Complete First Season,8.5,2009,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
Training Day: Season 1,5.6,2017,NR,"Drama: Crime, Action/Adventure: Crime"
Blindspot: The Complete First Season,7.6,2016,16+,"Drama: Thriller, Drama, Drama: Mystery, Drama: Crime"
Dexter – Season 1,8.8,2006,18+,"Drama: Mystery, Drama: Crime, Drama"
Rizzoli & Isles: The Complete First Season,7.6,2010,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
"Startup, Season 1",8.1,2016,NR,"Drama: Crime, Thriller"
NCIS – Season 1,7.9,2004,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Major Crimes: The Complete First Season,7.6,2012,16+,"Drama: Mystery, Drama: Crime, Drama"
Blue Bloods – Season 1,7.5,2011,16+,Drama: Crime
The Mentalist,8.1,2009,16+,"Drama: Crime, Drama: Mystery"
The Mentalist,8.1,2013,16+,"Drama: Crime, Drama: Mystery"
The Mentalist,8.1,2011,16+,"Drama: Crime, Drama: Mystery"
The Mentalist,8.1,2012,16+,"Drama: Crime, Drama: Mystery"
The Mentalist,8.1,2012,16+,"Drama: Crime, Drama: Mystery"
Blindspot,7.6,2017,16+,"Drama: Thriller, Drama, Drama: Mystery, Drama: Crime"
Elementary,7.9,2017,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Person of Interest,8.5,2015,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Person of Interest,8.5,2013,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Person of Interest,8.5,2014,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
Person of Interest,8.5,2016,16+,"Action/Adventure: Crime, Drama: Thriller, Drama: Crime, Thriller: Crime, Drama: Mystery"
The Good Wife,8.3,2011,16+,"Drama, Drama: Romance, Drama: Crime"
Elementary,7.9,2014,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
The Good Wife,8.3,2012,16+,"Drama, Drama: Romance, Drama: Crime"
Beauty and the Beast,7.2,2014,16+,"Drama: Crime, Drama: Mystery, Drama: Romance, Sci-Fi/Fantasy"
Dexter,8.8,2007,18+,"Drama: Mystery, Drama: Crime, Drama"
RIZZOLI & ISLES,7.6,2011,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Dexter,8.8,2013,18+,"Drama: Mystery, Drama: Crime, Drama"
Elementary,7.9,2015,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
Fringe,8.5,2010,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
Dexter,8.8,2008,18+,"Drama: Mystery, Drama: Crime, Drama"
Elementary,7.9,2016,16+,"Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery"
RIZZOLI & ISLES,7.6,2012,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Dexter,8.8,2009,18+,"Drama: Mystery, Drama: Crime, Drama"
The Good Wife,8.3,2013,16+,"Drama, Drama: Romance, Drama: Crime"
RIZZOLI & ISLES,7.6,2014,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Dexter,8.8,2010,18+,"Drama: Mystery, Drama: Crime, Drama"
Dexter,8.8,2011,18+,"Drama: Mystery, Drama: Crime, Drama"
Dexter,8.8,2012,18+,"Drama: Mystery, Drama: Crime, Drama"
RIZZOLI & ISLES,7.6,2015,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Beauty and the Beast,7.2,2015,16+,"Drama: Crime, Drama: Mystery, Drama: Romance, Sci-Fi/Fantasy"
The Good Wife,8.3,2016,16+,"Drama, Drama: Romance, Drama: Crime"
The Good Wife,8.3,2014,16+,"Drama, Drama: Romance, Drama: Crime"
Fringe,8.5,2011,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
The Good Wife,8.3,2015,16+,"Drama, Drama: Romance, Drama: Crime"
Beauty and the Beast,7.2,2016,16+,"Drama: Crime, Drama: Mystery, Drama: Romance, Sci-Fi/Fantasy"
RIZZOLI & ISLES,7.6,2016,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2017,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
NCIS,7.9,2005,16+,"Action/Adventure: Crime, Drama: Crime, Drama: Mystery"
Blue Bloods,7.5,2017,16+,Drama: Crime
Fringe,8.5,2012,16+,"Drama: Crime, Drama: Mystery, Sci-Fi/Fantasy, Drama"
